HCF,OBSERVACAO
25280,"erva cespitosa, ca. 0,80 m, heliófita. Sementes arroxeadas."
25281,"erva entouceirada, ca. 1 m, heliófita, ereta. Sementes arroxeadas."
25282,"arbusto heliófito, piloso. Folhas discolores. Frutos imaturos variando do verde ao amarelo."
25283,"erva heliófita, prostrada. Flores azuis com brácteas verdes. Comum."
25284,"erva prostrada, entouceirada, heliófita. Sementes verdes."
25285,"arvoreta ca.2 m, heliófita. Inflorescência rosa e frutos alvos."
25286,"arbusto ca. 2 m, heliófito, armado com acúleos. Frutos imaturos verdes e os maduros alaranjados. Flores com cálice verde e corola alva."
25287,"erva ca. 1 m, heliófita. Capítulos amarelos. Caule alado."
25288,"arbusto ca. 1 m, heliófito. Flores esverdeadas, estames alvos. Frutos imaturos verdes. "
25289,"erva cespitosa, heliófita, ca. 0,80 m. Flores amarelas. Frutos imaturos verdes."
25290,"subarbusto ca. 0,80 m, heliófito. Capítulos alvo-rosados."
25291,"subarbusto heliófito, ca. 2 m. Flores com cálice verde e corola alvacenta. Frutos imaturos verdes."
25292,"arbusto ca. 0,40 m, heliófito. Flores com cálice verde e corola vermelha. Comum."
25293,"erva ca. 0,40 m, heliófita. Capítulos amarelos. Em barranco."
25294,"erva ca. 0,20 m, ereta a prostrada, heliófita. Flores rosadas."
25295,"erva ca. 0,30 m, semi-ciófila, epífita, pilosa.. Soros castanhos. Forófito: Ocotea porosa (Nees & Mart. ) Barroso (Lauraceae)."
25296,"erva semi-ciófila, cespitosa, ca. 1,10 m. Sementes verdes."
25297,"erva ca. 0,60 m, ciófila. Sementes verdes, muricadas."
25298,"erva semi-ciófila, palustre, ca. 1 m. Capítulos alvos. Em depressão úmida."
25299,"erva ca. 0,80 m, heliófita. Capítulos amarelos."
25300,"erva epífita, semi-ciófila, palustre. Soros castanhos."
25301,"erva palustre, heliófita, ca. 0,30 m, pilosa. Flores rosas."
25302,hemiepífita em Dicksonia sellowiana Hook. (Dicksoniaceae). Pinas férteis diferentes das inferteis.
25303,"arvoreta ca. 3 m, heliófita, palustre. Frutos imaturos verdes e maduros negros."
25304,"erva epífita, heliófita. Flores verde-vináceas. Forófito: Araucaria angustifolia (Bertol.) O. Kuntze (Araucariaceae)."
25305,"erva ca. 2,5 m, cespitosa, heliófita, palustre. Sementes maduras alvas."
25306,"erva palustre, semi-ciófila, pilosa. Frutos imaturos verdes. Flores amareladas."
25307,"erva palustre, ca. 2 m, heliófita. Látex alvo abundante. Flores com cálice verde e corola alva."
25308,"erva ca. 0,05 m, epífita, semi-ciófila. Flores amarelas. Em árvore morta."
25309,"erva ca. 1,80 m, cespitosa, heliófita. Sementes esverdeadas."
25310,"subarabusto heliófito, escandente. Capítulos alvos."
25311,"arbusto heliófito, ca. 1,20 m. Capítulos arroxeados, visitados por Nymphalidae, Ithominae (Lepidoptera)."
25312,"erva ca. 0,60 m, heliófita. Capítulos roxos."
25313,"trepadeira volúvel, heliófita. Capítulos alvos, flores odoríferas. Visitada por Astylus variegatus (Germar, 1824) (Coleoptera, Dasytidae)."
25314,"subarbusto ca. 0,80 m, heliófito. Flores com cálice verde e corola amarela. Frutos castanhos."
25315,"subarbusto ca. 0,70 m, heliófita. Tubos verdes, pétalas roxas. Beira de estrada."
25316,"arbusto ca. 1 m, heliófito, palustre. Flores tetrameras, com cálice verde e corola amarela. frutos imaturos verdes."
25317,"erva palustre, heliófita, ca. 0,60 m. Capítulos róseos."
25318,"arbusto ca. 1 m, heliófito. Frutos imaturos verdes."
25319,"erva ca. 1,80 m, heliófita. Capítulos amarelos."
25320,"erva heliófita, palustre, ca. 0,40 m. Pétalas roxas e estames amarelos."
25321,"erva heliófita, palustre. Frutos variando do alaranjado ao vermelho."
25322,"subarbusto heliófito, ca. 0,80 m. Flores roxas diminutas."
25323,"erva heliófita, ca. 1 m. Capítulos creme."
25324,"erva ca. 1 m, heliófita, pilosa. Flores com cálice verde-acinzentado e corola amarela."
25325,"erva higrófila, heliófita, emergente. Flores alvo-azuladas, com antese diurna."
25326,"arbusto heliófito, ca. 1 m, palustre. Flores com cálice verde e corola alva. Frutos imaturos verdes, maculados de negro."
25327,"erva heliófita, ca. 0,40 m. Floress verdes. Frutos enegrecidos."
25328,"erva heliófita, ereta, ca. 0,40 m. Capítulos róseos."
25329,"arbusto heliófito, ca. 1 m. Flores roxas."
25330,"erva heliófita, ca. 0,40 m. Capítulos de cor creme."
25331,"erva heliófita, ca. 2,5 m. Capítulos amarelos."
25332,"subarbusto ca. 1 m, heliófito. Flores com cálice verde e corola alva. Frutos imaturos verdes."
25333,"subarbusto ca. 0,40 m, heliófito. Flores com cálice verde e corola laranja."
25334,"arbusto ca. 2 m, heliófito. Capítulos creme."
25335,"arbusto heliófito, ca. 1 m. Capítulos roxos."
25336,"arbusto ca. 0,50 m, heliófito. Capítulos amarelados."
25337,"erva heliófita, ca. 1,70 m. Sementes alvas."
25338,"erva heliófita, ca. 0,60 m. Flores alvas. Botões florais verdes."
25339,"arbusto ca. 2 m, heliófito. Frutos imaturos verdes e os maduros negros."
25340,"arbusto ca. 0,40 m, heliófito. Frutos imaturos verdes e os maduros roxos."
25341,"erva terrícola, cespitosa, heliófita, ca. 0,40 m. Soros castanhos."
25342,"erva ca. 0,60 m, heliófita, com caule longo reptante. Soros castanhos. Em barranco."
25343,"arbusto ca. 1,10 m, heliófito. Flores arroxeadas."
25344,"subarbusto escandente, armado com acúleos, heliófito. Frutos imaturos vermelhos e maduros negros."
25345,"feto arborescente ca. 3 m, semi-ciófilo. Soros castanhos nos 2/3 apicais da fronde. Ocasional."
25346,"erva 0,60 m, heliófita, em barranco. Flores rosas."
25347,"erva ciófila, prostrada. Frutos maduros roxos. Em barranco."
25348,"arbusto heliófito, piloso, ca. 1,20 m. Flores com cálice verde e corola alva, com interior roxo."
25349,"hemiparasita, heliófita. Frutos imaturos verdes. Hospedeiro: Matayba elaeagnoides Radlk. (Sapindaceae)."
25350,"trepadeira com gavinha, heliófita. Flores com cálice verde e corola alaranjada."
25351,"erva ca. 0,40 m, heliófita. Flores alvas."
25352,"subarbusto heliófito, escandente, armado com acúleos. Frutos imaturos verdes, em formação. Orla da floresta alterada."
25353,"subarbusto ca. 1,10 m, heliófito, piloso, com látex alaranjado. Flores esverdeadas com estames rosados."
25354,arvoreta ca. 5 m. Flores alvas. Frutos imaturos verdes. Orla da floresta degradada.
25355,"arvoreta ca. 4 m, heliófita. Frutos imaturos amarelados e os maduros violáceos. Ocasional."
25356,"subarbusto ca. 1,20 m, heliófito. Flores com cálice verde e corola amarela. frutos imaturos verdes."
25357,"arvoreta ca. 5 m, heliófita. Flores amarelo-vináceas. Botões florais verdes. Frutos imaturos verdes."
25358,"subarbusto ca. 1,10 m, semi-ciófilo. Flores rosas. Frutos maduros roxos."
25359,"erva ca. 1,10 m, escandente, semi-ciófila. Inflorescências alvas."
25360,"erva ca. 1 m, semi-ciófila. Flores com cálice verde e corola rosea."
25361,"erva semi-ciófila, epífita. Espigas verdes. Forófito: Lamanonia ternata Vell. (Cunoniaceae)."
25362,"erva epífita, semi-ciófila. Soros maduros castanhos. Forófito: Lamanonia ternata Vell. (Cunoniaceae)."
25363,"erva ca. 0,60 m, heliófita, ereta, terrícola. Flores alvas diminutas."
25364,"erva epífita, ciófila. Soros castanhos. Forófito: Endlicheria paniculata (Spreng.) J.F. Macbr. (Lauraceae)."
25365,"erva ca. 0,40 m, rupícola, ripária, ereta. Flores alvo-rosadas. Frutos róseos."
25366,"arbusto heliófito, ripário. Flores com cálice verde e corola alva com máculas verdes. Frutos imaturos verdes."
25367,"erva ciófila, ripária, ca. 0,80 m. Frutos imaturos verdes muricados."
25368,"erva epífita, ciófila, ripária. Em Dicksonia sellowiana Hook. (Dicksoniaceae)."
25369,"erva entouceirada, ripária, ca. 1 m, heliófita. Soros castanhos nas margens das frondes."
25370,"erva heliófita, ripária, ca. 0,40 m. Capítulos amarelos."
25371,"erva ripária, heliófita, ca. 0,40 m, ereta. Flores alvas, diminutas."
25372,"erva ripária, heliófita, pilosa. Frutos imaturos verdes e os maduros negros."
25373,"erva ripária, heliófita, ca. 0,50 m. Flores roxas."
25374,"erva heliófita, ripária, ca. 0,40 m. Capítulos lilases."
25375,"arbusto ripário, heliófito. Flores com cálice verde e corola alaranjada."
25376,"árvore ca. 5 m, ripária, heliófita. Flores amarelas. Frutos imaturos verdes."
25377,"erva heliófita, ca. 0,50 m. Flores com cálice verde e corola amarela. Frutos imaturos verdes."
25378,"subarbusto escandente, heliófito, armado com acúleos. Frutos imaturos vermelhos e maduros negros."
25379,"erva ciófila, prostrada. Flores roxas. Frutos imaturos verdes e maduros roxos."
25380,"erva ciófila, prostrada, pilosa. Flores roxas."
25381,"subarbusto, heliófito, escandente. Capítulos alvos."
25382,"erva prostrada, heliófita. Frutos imaturos verdes."
25383,"arbusto ca. 1,5 m, heliófito. Capítulos alvacentos."
25384,erva heliófita. Sementes alvas. Beira de estrada.
25385,"erva ca. 1 m, heliófita. Capítulos róseos."
25386,"subarbusto ca. 1,50 m, heliófito. Flores odoríferas, com cálice verde e corola alva."
25387,"erva ca. 0,30 m, prostrada. Sementes verdes."
25388,"erva escandente, semi-ciófila. Flores alvas diminutas."
25389,"erva heliófita, ca. 0,30 m, pilosa. Capítulos alvos."
25390,"subarbusto ca. 1,5 m, heliófito. Flores de cor creme."
25391,"erva ca. 0,80 m, heliófita. Capítulos roxos."
25392,"erva cespitosa, ca. 0,60 m, ciófila. Soros castanhos."
25393,"erva reptante, ciófila."
25394,"subarbusto escandente, heliófito. Flores com cálice verde e corola alva. Frutos imaturos e maduros verdes."
25395,"erva ca. 1 m, heliófita. Flores esverdeadas. Frutos avermelhados."
25396,"erva heliófita, ereta. Flores com cálice verde e corola vermelha."
25397,"erva ciófila, ca. 1 m de frondes. Soros castanhos nas nervuras."
25398,"trepadeira volúvel, heliófita. Flores com cálice verde e corola alaranjada, com ápice amarelo."
25399,"erva semi-ciófila, com caule alado, ca. 0,60 m. Flores com cálice verde e corola alva. Frutos imaturos verdes."
25400,"hemiepífita, ciófila. Pinas férteis distintas das inférteis. Forófito: Dicksonia sellowiana Hook. (Dicksoniaceae)."
25402,"erva ca. 0,60 m, semi-ciófila. Flores com cálice verde e corola rosas. Frutos imaturos verdes."
25401,"erva heliófita ca. 0,80 m, pilosa. Capítulos alvos. Beira de estrada."
25403,"erva ca. 0,40 m, semi-ciófila. Capítulos roxos."
25404,"erva ca. 0,40 m, prostrada, heliófita. capítulos amarelos."
25405,"subarbusto ca. 1 m, semi-ciófilo. Flores com cálice verde e corola vermelha."
25406,"erva semi-ciófila, ca. 0,40 m. Frutos imaturos verdes."
25407,"subarbusto heliófito, escandente, armado com acúleos. Frutos imaturos verdes."
25409,"erva epífita, ciófila. Forófito: Dicksonia sellowiana Hook. (Dicksoniaceae) (coletado sob o número HCF 25410."
25408,"subarbusto escandente, heliófito, armado com acúleos. Frutos imaturos vermelhos e maduros negros."
25410,"feto arborescente ca. 2,5 m, semi-ciófilo. Soros castanhos."
25411,"erva semi-ciófila, ereta a reptante. Flores róseas."
25412,"erva epífita, semi-ciófila, ca. 0,20 m. Soros castanhos. Em árvore caída."
25413,"erva epífita, semi-ciófila. Soros amarelados."
25414,"erva cespitosa, semi-ciófila. Sementes esverdeadas."
25415,"arbusto ca. 0,40 m, semi-ciófilo. Frutos imaturos verdes e maduros negros."
25416,"erva ciófila, ca. 1 m, pilosa. Soros castanhos nas margens das folhas."
25417,"erva epífita, semi-ciófila, pilosa, com soros castanhos. Em galho caído."
25418,"arbusto semi-ciófilo. Frutos imaturos verdes, muricados."
25419,"erva epífita, semi-ciófila. Soros castanhos."
25420,"erva ca. 0,40 m, semi-ciófila. Cálice verde e corola rósea."
25421,"erva epífita, semi-ciófila, Soros amarelados."
25422,"erva epífita, ripária, semi-ciófila. Soros castanhos."
25423,"erva epífita, semi-ciófila. Espigas verdes."
25424,"erva palustre, heliófita, prostrada. Inflorescências roxas."
25425,"Mata de enconsta, árvore s/num nas margens do Rio da Fazenda, com 7 m de altura, com frutos maduros de cor preta azulada."
25426,"erva heliófita, ca. 0,50 m. Capítulos alvos."
25427,"arvoreta ca. 5 m, heliófita. Frutos imaturos alaranjados e os maduros negros."
25428,"erva epífita, semi-ciófila, pendente. Soros maduros castanhos e imaturos negros."
25429,"erva epífita, ca. 0,05 m, heliófita. Flores amarelas."
25430,"erva epífita, semi-ciófila. Soros castanhos."
25431,"erva epífita, semi-ciófila. Espigas verdes. em árvore caída."
25432,"erva epífita, suculenta, pendente, heliófita. Frutos maduros róseos."
25433,"erva epífita, pendente, heleiófita. espigas verdes alongadas. Em árvore caída."
25434,"erva epífita, semi-ciófila., ripária. Folhas férteis raras, distintas das inférteis."
25435,"erva escandente, ereta, heliófita. Espigas amareladas. Na orla da floresta."
25436,"árvore ca. 8 m, semi-ciófila. Frutos imaturos verdes e os maduros negros."
25437,"árvore ca. 18 m, heliófita. Flores alvo-amareladas, odoríferas."
25438,"erva ca. 0,40 m, semi-ciófila, ripária. Frutos imaturos verdes."
25439,"erva rupícola, ripária, ciófila. Espigas verdes."
25440,"erva rupícola, ciófila, ripária. Flores alvas diminutas."
25441,"feto arborescente, palustre, heliófito, ca. 4 m. Pecíolo com escamas douradas e espinhos. Soros castanhos."
25442,"subarbusto ca. 0,40 m, ripária, ciófila. Flores alvas."
25443,"erva rupícola, ripária, ciófila, prostrada a ereta. Folhas com superfície adaxial verde e abaxial roxa, possuindo pontuações brancas ao longo do limbo. Flores diminutas verdes, em espiga."
25444,"erva epífita, ripária, ciófila, rupícola. Soros amarelos imaturos e maduros marrons."
25445,"erva epífita, ripária, semi-ciófila, com frondes ca. 0,80 m. Soros castanhos."
25446,"hemiepífita, ripária, semi-ciófila. Frutos imaturos verdes."
25447,"erva epífita, ca. 0,30 m, semi-ciófila. Soros castanhos."
25448,"erva ripária, semi-ciófila, epífita."
25449,"erva ripária, rupícola, semi-ciófila. Flores com cálice verde e corola vermelha. Frutos imaturos."
25450,"arbusto ca. 2 m, ripária, ciófila. Frutos imaturos verdes."
25451,"erva ca. 1 m, heliófita. Flores com cálice cinza e corola amarela."
25452,"erva heliófita, ca. 1 m. Capítulo lilás."
25453,"erva semi-ciófila, ca. 0,40 m. Folhas com a face adaxial verde e abaxial rosa. Flores rosasa envoltas por bráctes roxas."
25454,"erva heliófita, ca. 1 m. Capítulos creme."
25455,"arbusto heliófito, piloso, ca. 0,60 m. Frutos imaturos verdes."
25456,"árvore ca. 6 m, heliófita. Flores esverdeadas.
"
25457,"trepadeira com gavinhas, heliófita. Frutos imaturos verdes."
25458,"arbusto ca. 1,70 m, heliófito. Flores com cálice verde e corola alva, internamente maculada de castanho."
25459,"erva ca. 0,40 m, heliófita. Soros imaturos verdes e maduros castanhos. Em barranco."
25460,"erva heliófita, terrícola. Em barranco."
25461,"erva escandente, heliófita. Frutos maduros alaranjados. Beira de barranco."
25462,"arbusto ca. 3 m, heliófito. Flores com cálice verde e corola rosa. Frutos imaturos verdes e maduros alaranjados."
25463,"subarbusto ca. 1,20 m, heliófito. Flores com cálice verde e corola amarela."
25464,"arvoreta ca. 5 m, heliófita. Frutos imaturos verdes. Orla de floresta."
25465,"subarbusto heliófito, palustre, piloso, ca. 1 m. Flores com cálice verde e corola amarela. Em área úmida na beira da estrada."
25466,"trepadeira com gavinhas, heliófita. Flores alvo-esverdeadas. Orla da floresta."
25467,"trepadeira volúvel, heliófita. Frutos imaturos verdes."
25468,"árvore ca. 4 m, com látex alvo. Frutos imaturos verdes."
25469,"erva ca. 1,10 m, heliófita. Sementes alvas. beira da estrada."
25470,"arbusto heliófito, ca. 0,50 m. Flores verdes com estames alvos. Frutos imaturos verdes, pilosos."
25471,"arbusto 2,0 m, heliófito. Frutos imaturos verdes e os maduros alaranjados."
25472,"arbusto heliófito, ca. 1,20 m. Flores alvacentas."
25473,"erva ca. 1 m, heliófita, entouceirada. Soros castanhos. Em barranco."
25474,"trepadeira volúvel, heliófita, com látex branco, abundante. Flores de cor creme. Frutos imaturos alvos."
25475,"erva pendente, epífita, semi-ciófila. Forófito: Sloanea sp. (Elaeocarpaceae)."
25476,"erva semi-ciófila, epífita. Espigas verdes. Forófito: Sloanea sp. (Elaeocarpaceae)."
25477,"erva palustre, heliófita, prostrada. Flores com cálice verde e corola amarela."
